Genes	dNdS
Solyc03g005180	0.35605
Solyc03g005190	0.31633
Solyc03g005200	0.64287
Solyc03g005210	0.23443
Solyc03g005220	0.00010
Solyc03g005230	0.12020
Solyc03g005250	0.70634
Solyc03g005260	0.06285
Solyc03g005270	0.37166
Solyc03g005280	0.09998
Solyc03g005300	0.04966
Solyc03g005310	0.08788
Solyc03g005320	0.13055
Solyc03g005330	0.22935
Solyc03g005340	0.16028
Solyc03g005350	0.88835
Solyc03g005380	0.13720
Solyc03g005390	0.00010
Solyc03g005410	0.09522
Solyc03g005420	0.46712
Solyc03g005430	0.26551
Solyc03g005440	0.44987
Solyc03g005450	0.41097
Solyc03g005460	0.22819
Solyc03g005470	0.05169
Solyc03g005480	0.08655
Solyc03g005570	0.48017
Solyc03g005580	0.38242
Solyc03g005590	0.05847
Solyc03g005600	0.14616
Solyc03g005610	0.37780
Solyc03g005620	0.14697
Solyc03g005630	0.23452
Solyc03g005670	999.00000
Solyc03g005680	0.28198
Solyc03g005690	0.04432
Solyc03g005700	0.55679
Solyc03g005710	0.34280
Solyc03g005720	0.41865
Solyc03g005730	0.00010
Solyc03g005740	0.00010
Solyc03g005750	0.39803
Solyc03g005760	0.04089
Solyc03g005770	0.05426
Solyc03g005780	0.07273
Solyc03g005800	0.52465
Solyc03g005820	0.43030
Solyc03g005830	0.10975
Solyc03g005850	0.55609
Solyc03g005860	0.21480
Solyc03g005870	0.39356
Solyc03g005880	0.00010
Solyc03g005890	0.09842
Solyc03g005900	0.16410
Solyc03g005910	0.68790
Solyc03g005920	0.07087
Solyc03g005930	0.26537
Solyc03g005970	0.04225
Solyc03g005980	0.07978
Solyc03g005990	0.03451
Solyc03g006000	0.29462
Solyc03g006010	0.12968
Solyc03g006020	0.12562
Solyc03g006030	1.61148
Solyc03g006040	0.49755
Solyc03g006050	0.45271
Solyc03g006060	0.70843
Solyc03g006070	0.00010
Solyc03g006100	0.52333
Solyc03g006110	0.15210
Solyc03g006130	0.46200
Solyc03g006140	0.11944
Solyc03g006150	1.04439
Solyc03g006160	0.00010
Solyc03g006170	0.47984
Solyc03g006180	0.00010
Solyc03g006220	0.10680
Solyc03g006240	0.54712
Solyc03g006250	0.25394
Solyc03g006260	0.25866
Solyc03g006270	0.11781
Solyc03g006280	0.31216
Solyc03g006290	0.12445
Solyc03g006300	0.16980
Solyc03g006310	0.00010
Solyc03g006320	0.16720
Solyc03g006330	0.10946
Solyc03g006340	7.64791
Solyc03g006350	0.42714
Solyc03g006360	0.00010
Solyc03g006380	1.12849
Solyc03g006400	0.37079
Solyc03g006410	0.48020
Solyc03g006420	0.34638
Solyc03g006430	0.28799
Solyc03g006460	0.51027
Solyc03g006490	0.68959
Solyc03g006500	0.08142
Solyc03g006510	0.13577
Solyc03g006520	0.15686
Solyc03g006530	0.33186
Solyc03g006540	0.44083
Solyc03g006560	0.14223
Solyc03g006570	0.28572
Solyc03g006580	0.15800
Solyc03g006600	0.49316
Solyc03g006610	0.54682
Solyc03g006620	0.38947
Solyc03g006630	0.16114
Solyc03g006640	0.23788
Solyc03g006650	0.02496
Solyc03g006660	0.27449
Solyc03g006670	0.44701
Solyc03g006680	0.05965
Solyc03g006690	0.39545
Solyc03g006700	0.15772
Solyc03g006710	0.34964
Solyc03g006730	0.00010
Solyc03g006750	0.00010
Solyc03g006770	0.13206
Solyc03g006780	0.31636
Solyc03g006800	0.22152
Solyc03g006810	0.70536
Solyc03g006820	0.02926
Solyc03g006830	0.36798
Solyc03g006840	0.25086
Solyc03g006850	0.42019
Solyc03g006860	0.09907
Solyc03g006870	0.18685
Solyc03g006880	0.20480
Solyc03g006900	0.12602
Solyc03g006910	0.23476
Solyc03g006920	0.12886
Solyc03g006960	0.30666
Solyc03g006970	0.21115
Solyc03g006980	0.35264
Solyc03g006990	0.22388
Solyc03g007000	0.23955
Solyc03g007010	0.28465
Solyc03g007030	0.21642
Solyc03g007040	0.03575
Solyc03g007050	0.14679
Solyc03g007060	0.96120
Solyc03g007070	0.18404
Solyc03g007080	0.35541
Solyc03g007090	0.22584
Solyc03g007100	0.13438
Solyc03g007110	0.19946
Solyc03g007120	0.44055
Solyc03g007130	0.17932
Solyc03g007140	0.69747
Solyc03g007150	0.68616
Solyc03g007170	0.11705
Solyc03g007180	0.05211
Solyc03g007190	0.07223
Solyc03g007200	0.38531
Solyc03g007210	0.21968
Solyc03g007220	1.75284
Solyc03g007230	0.22346
Solyc03g007240	0.20707
Solyc03g007250	0.08875
Solyc03g007260	0.08554
Solyc03g007270	0.00010
Solyc03g007280	1.15932
Solyc03g007290	0.17570
Solyc03g007310	0.50405
Solyc03g007320	0.34031
Solyc03g007330	0.06980
Solyc03g007340	0.45397
Solyc03g007350	0.50042
Solyc03g007360	67.88214
Solyc03g007370	0.56813
Solyc03g007390	0.13435
Solyc03g007410	0.08429
Solyc03g007420	0.50491
Solyc03g007430	0.35850
Solyc03g007440	0.09941
Solyc03g007460	0.07410
Solyc03g007470	0.00010
Solyc03g007480	0.72703
Solyc03g007490	0.07567
Solyc03g007500	0.44291
Solyc03g007510	0.05221
Solyc03g007520	0.21609
Solyc03g007530	0.29949
Solyc03g007540	0.20134
Solyc03g007560	0.29908
Solyc03g007570	0.16553
Solyc03g007590	0.65054
Solyc03g007600	0.38166
Solyc03g007610	0.14820
Solyc03g007620	0.05169
Solyc03g007660	0.28348
Solyc03g007670	0.04950
Solyc03g007680	0.37993
Solyc03g007690	0.06898
Solyc03g007700	0.12556
Solyc03g007710	0.26787
Solyc03g007720	0.27850
Solyc03g007740	0.51235
Solyc03g007750	0.31092
Solyc03g007760	0.08009
Solyc03g007770	0.16749
Solyc03g007780	0.29345
Solyc03g007790	0.00010
Solyc03g007800	0.25895
Solyc03g007810	0.16157
Solyc03g007830	0.23519
Solyc03g007840	0.57486
Solyc03g007850	0.00010
Solyc03g007860	0.47898
Solyc03g007870	0.13277
Solyc03g007890	0.05726
Solyc03g007900	0.22882
Solyc03g007920	0.61656
Solyc03g007950	0.14689
Solyc03g007960	0.16322
Solyc03g007970	0.34029
Solyc03g007980	0.13654
Solyc03g008000	0.26356
Solyc03g008010	0.19025
Solyc03g013030	0.39588
Solyc03g013240	0.10113
Solyc03g013250	0.41916
Solyc03g013270	0.41359
Solyc03g013310	0.45394
Solyc03g013340	0.04763
Solyc03g013600	0.29964
Solyc03g013620	0.36553
Solyc03g013630	0.11924
Solyc03g019640	0.28978
Solyc03g019650	0.18790
Solyc03g019660	0.24641
Solyc03g019670	0.08036
Solyc03g019680	0.04795
Solyc03g019690	0.26535
Solyc03g019700	0.00010
Solyc03g019710	0.38282
Solyc03g019720	0.00010
Solyc03g019730	0.03574
Solyc03g019740	0.44425
Solyc03g019750	0.00010
Solyc03g019760	0.01928
Solyc03g019770	0.17978
Solyc03g019780	0.46444
Solyc03g019790	0.10051
Solyc03g019800	0.54306
Solyc03g019810	0.12962
Solyc03g019820	0.00010
Solyc03g019830	0.22328
Solyc03g019840	2.17702
Solyc03g019850	0.00010
Solyc03g019860	999.00000
Solyc03g019870	0.20142
Solyc03g019880	0.24957
Solyc03g019890	0.37105
Solyc03g019900	0.05862
Solyc03g019910	0.33406
Solyc03g019920	0.15942
Solyc03g019930	0.40694
Solyc03g019940	0.11993
Solyc03g019950	0.08987
Solyc03g019960	0.32861
Solyc03g019970	0.53308
Solyc03g020000	999.00000
Solyc03g020010	0.90708
Solyc03g020020	0.28270
Solyc03g020040	0.22418
Solyc03g020050	0.18763
Solyc03g020060	0.15953
Solyc03g020070	0.00010
Solyc03g020080	0.40003
Solyc03g025110	0.53881
Solyc03g025150	0.42935
Solyc03g025160	0.31045
Solyc03g025170	0.24048
Solyc03g025190	0.07623
Solyc03g025200	0.20311
Solyc03g025210	0.24627
Solyc03g025220	0.17993
Solyc03g025230	0.21273
Solyc03g025250	0.24654
Solyc03g025260	0.49928
Solyc03g025270	0.07020
Solyc03g025280	0.15600
Solyc03g025290	0.09824
Solyc03g025320	0.14466
Solyc03g025330	0.11736
Solyc03g025340	0.06276
Solyc03g025350	0.00010
Solyc03g025360	0.13541
Solyc03g025370	0.38891
Solyc03g025380	0.14327
Solyc03g025390	0.58692
Solyc03g025400	0.44550
Solyc03g025410	0.13321
Solyc03g025420	0.29148
Solyc03g025430	0.36069
Solyc03g025440	0.25903
Solyc03g025450	0.22651
Solyc03g025460	0.83467
Solyc03g025470	0.49765
Solyc03g025480	0.15879
Solyc03g025490	0.00010
Solyc03g025500	0.62213
Solyc03g025510	0.08555
Solyc03g025520	0.00010
Solyc03g025530	0.39651
Solyc03g025540	0.09929
Solyc03g025550	0.13352
Solyc03g025560	0.10093
Solyc03g025590	0.46760
Solyc03g025600	0.07407
Solyc03g025610	0.09111
Solyc03g025620	0.24287
Solyc03g025630	0.23368
Solyc03g025640	0.22298
Solyc03g025670	0.10397
Solyc03g025680	999.00000
Solyc03g025690	0.21103
Solyc03g025700	0.15374
Solyc03g025710	1.12191
Solyc03g025720	0.31126
Solyc03g025730	0.04221
Solyc03g025740	0.07128
Solyc03g025750	0.06292
Solyc03g025760	0.15464
Solyc03g025770	0.91478
Solyc03g025780	0.15766
Solyc03g025790	0.08281
Solyc03g025800	0.34882
Solyc03g025810	0.46629
Solyc03g025820	0.32178
Solyc03g025830	0.43243
Solyc03g025840	0.05898
Solyc03g025850	0.19302
Solyc03g025860	0.49830
Solyc03g025870	3.23300
Solyc03g025880	0.05496
Solyc03g025890	0.41354
Solyc03g025900	0.39581
Solyc03g025910	0.00010
Solyc03g025930	0.80545
Solyc03g025940	0.39423
Solyc03g025950	0.08747
Solyc03g025970	0.46542
Solyc03g025980	0.31173
Solyc03g025990	0.14852
Solyc03g026000	0.50021
Solyc03g026010	0.24858
Solyc03g026020	0.68259
Solyc03g026040	0.17087
Solyc03g026050	0.06433
Solyc03g026060	0.10521
Solyc03g026070	0.34065
Solyc03g026080	0.05783
Solyc03g026090	0.42891
Solyc03g026100	0.52672
Solyc03g026110	0.20607
Solyc03g026120	0.08999
Solyc03g026130	0.23496
Solyc03g026140	0.63532
Solyc03g026150	0.16639
Solyc03g026160	0.42555
Solyc03g026170	0.19407
Solyc03g026190	0.06099
Solyc03g026200	0.38945
Solyc03g026210	0.08912
Solyc03g026220	0.12998
Solyc03g026230	0.48461
Solyc03g026240	0.19512
Solyc03g026260	0.20820
Solyc03g026270	0.05866
Solyc03g026280	0.22229
Solyc03g026290	0.24563
Solyc03g026300	0.25499
Solyc03g026310	0.40006
Solyc03g026320	0.00010
Solyc03g026330	0.34546
Solyc03g026350	0.04616
Solyc03g026360	0.21540
Solyc03g026370	0.11290
Solyc03g031420	0.18417
Solyc03g031430	0.18086
Solyc03g031440	0.22667
Solyc03g031450	0.36629
Solyc03g031460	0.26205
Solyc03g031470	0.31341
Solyc03g031480	0.84460
Solyc03g031490	0.39708
Solyc03g031510	999.00000
Solyc03g031520	0.82557
Solyc03g031530	0.07888
Solyc03g031560	0.61243
Solyc03g031600	0.26458
Solyc03g031610	0.30812
Solyc03g031620	0.12928
Solyc03g031650	0.08573
Solyc03g031670	0.24278
Solyc03g031680	0.30340
Solyc03g031690	0.00010
Solyc03g031700	0.02735
Solyc03g031720	0.14529
Solyc03g031730	0.13498
Solyc03g031740	0.34374
Solyc03g031750	0.02555
Solyc03g031760	0.15242
Solyc03g031770	0.30954
Solyc03g031780	0.50516
Solyc03g031790	0.10721
Solyc03g031800	0.32281
Solyc03g031810	999.00000
Solyc03g031820	0.36454
Solyc03g031830	0.67505
Solyc03g031840	0.15697
Solyc03g031850	0.12877
Solyc03g031860	0.08892
Solyc03g031880	0.09321
Solyc03g031890	0.23837
Solyc03g031910	0.40167
Solyc03g031920	0.26931
Solyc03g031940	0.11095
Solyc03g031950	1.44095
Solyc03g031970	0.17787
Solyc03g031980	0.37675
Solyc03g031990	0.23999
Solyc03g032000	0.10883
Solyc03g032010	0.11096
Solyc03g032020	0.38515
Solyc03g032030	0.09144
Solyc03g032040	0.04505
Solyc03g032050	0.30169
Solyc03g032060	0.21876
Solyc03g032070	0.04373
Solyc03g032080	0.49112
Solyc03g032090	0.08224
Solyc03g032100	0.59046
Solyc03g032120	0.09998
Solyc03g032130	0.04877
Solyc03g032140	0.71991
Solyc03g032150	0.06828
Solyc03g032160	0.18808
Solyc03g032170	0.88486
Solyc03g032180	0.52294
Solyc03g032190	0.18599
Solyc03g032210	0.24673
Solyc03g032220	0.23155
Solyc03g032240	0.08949
Solyc03g033260	0.26647
Solyc03g033280	0.30813
Solyc03g033300	0.30242
Solyc03g033310	0.06040
Solyc03g033320	0.59996
Solyc03g033330	0.21736
Solyc03g033340	0.06341
Solyc03g033350	1.00858
Solyc03g033360	0.52530
Solyc03g033370	999.00000
Solyc03g033380	0.12305
Solyc03g033390	0.23271
Solyc03g033400	0.16903
Solyc03g033410	0.10377
Solyc03g033420	0.42476
Solyc03g033460	0.14448
Solyc03g033470	0.28431
Solyc03g033480	0.20203
Solyc03g033500	0.05933
Solyc03g033510	0.05679
Solyc03g033520	0.23215
Solyc03g033530	0.87557
Solyc03g033540	0.09046
Solyc03g033550	0.16101
Solyc03g033560	0.11773
Solyc03g033580	0.22043
Solyc03g033590	999.00000
Solyc03g033600	0.00010
Solyc03g033610	0.19694
Solyc03g033620	0.20646
Solyc03g033630	0.39345
Solyc03g033640	0.33898
Solyc03g033650	0.70938
Solyc03g033660	0.47380
Solyc03g033680	0.43549
Solyc03g033710	0.21899
Solyc03g033720	0.37062
Solyc03g033750	0.37213
Solyc03g033790	0.79362
Solyc03g033840	0.24894
Solyc03g033850	0.60862
Solyc03g033860	0.53352
Solyc03g033950	0.41727
Solyc03g033980	0.12488
Solyc03g033990	0.48464
Solyc03g034010	1.87415
Solyc03g034020	0.24937
Solyc03g034030	0.54693
Solyc03g034050	0.00010
Solyc03g034060	0.16521
Solyc03g034070	0.11227
Solyc03g034080	0.06087
Solyc03g034090	1.21646
Solyc03g034120	0.00010
Solyc03g034140	0.00010
Solyc03g034170	0.42936
Solyc03g034180	0.06253
Solyc03g034190	0.38845
Solyc03g034200	0.32690
Solyc03g034220	0.09745
Solyc03g034230	0.80898
Solyc03g034240	0.54608
Solyc03g034250	0.10499
Solyc03g034270	0.21208
Solyc03g034280	0.13490
Solyc03g034300	0.28788
Solyc03g034320	0.03389
Solyc03g034330	0.00010
Solyc03g034390	0.45757
Solyc03g034400	0.35847
Solyc03g034410	0.14925
Solyc03g034430	0.13345
Solyc03g034440	0.27745
Solyc03g034450	0.20118
Solyc03g036470	0.43145
Solyc03g042560	0.00010
Solyc03g043600	0.34053
Solyc03g043640	0.00010
Solyc03g043660	0.17829
Solyc03g043700	0.26884
Solyc03g043710	0.00010
Solyc03g043720	0.15753
Solyc03g043740	0.25351
Solyc03g043750	0.26860
Solyc03g043760	0.18330
Solyc03g043770	0.08204
Solyc03g043850	999.00000
Solyc03g043860	0.97032
Solyc03g043870	0.43554
Solyc03g043880	0.19154
Solyc03g043890	0.07303
Solyc03g043900	0.46483
Solyc03g043910	0.69112
Solyc03g043920	0.17042
Solyc03g043950	0.22627
Solyc03g043960	0.00010
Solyc03g044000	0.06013
Solyc03g044010	0.04935
Solyc03g044020	0.33818
Solyc03g044060	0.12750
Solyc03g044080	999.00000
Solyc03g044090	0.37490
Solyc03g044100	0.08625
Solyc03g044140	0.04356
Solyc03g044150	0.20574
Solyc03g044160	0.40590
Solyc03g044190	0.16439
Solyc03g044200	0.36084
Solyc03g044210	0.51690
Solyc03g044220	0.34784
Solyc03g044260	0.00010
Solyc03g044270	0.39378
Solyc03g044300	0.21189
Solyc03g044330	0.06055
Solyc03g044380	0.10427
Solyc03g044430	0.17438
Solyc03g044460	0.96133
Solyc03g044470	0.33172
Solyc03g044480	0.51199
Solyc03g044510	0.11608
Solyc03g044620	0.45664
Solyc03g044630	0.23938
Solyc03g044660	0.21879
Solyc03g044710	0.10775
Solyc03g044720	0.16921
Solyc03g044740	0.33624
Solyc03g044790	0.22306
Solyc03g044800	1.47388
Solyc03g044810	999.00000
Solyc03g044830	0.10194
Solyc03g044840	0.25314
Solyc03g044880	0.16071
Solyc03g044890	0.00010
Solyc03g044900	0.08450
Solyc03g044910	0.09436
Solyc03g044960	0.38272
Solyc03g045010	0.36208
Solyc03g045030	0.55322
Solyc03g045050	0.72997
Solyc03g045060	0.42269
Solyc03g045070	0.04601
Solyc03g045090	0.52998
Solyc03g045140	0.41253
Solyc03g046200	0.21152
Solyc03g046250	999.00000
Solyc03g046270	0.04421
Solyc03g046340	0.21619
Solyc03g046350	0.09931
Solyc03g046380	0.19660
Solyc03g046440	0.00010
Solyc03g046450	0.30426
Solyc03g046470	0.39582
Solyc03g046570	0.48942
Solyc03g046580	0.66681
Solyc03g046590	0.33069
Solyc03g051770	3.01752
Solyc03g051780	1.02406
Solyc03g051790	0.52630
Solyc03g051810	0.56106
Solyc03g051900	0.73065
Solyc03g051920	0.15107
Solyc03g051930	0.37232
Solyc03g051950	0.99989
Solyc03g051960	0.15241
Solyc03g051970	0.45544
Solyc03g052980	0.06800
Solyc03g052990	0.22699
Solyc03g053000	0.23858
Solyc03g053010	0.54175
Solyc03g053020	0.56965
Solyc03g053080	0.18903
Solyc03g053100	0.47988
Solyc03g053110	0.21799
Solyc03g053130	0.00010
Solyc03g058160	0.17672
Solyc03g058190	0.24501
Solyc03g058330	0.49881
Solyc03g058340	0.19195
Solyc03g058350	0.30629
Solyc03g058380	0.35143
Solyc03g058390	0.70934
Solyc03g058400	0.19482
Solyc03g058430	0.15568
Solyc03g058450	0.28680
Solyc03g058470	0.40895
Solyc03g058860	0.36156
Solyc03g058880	0.15636
Solyc03g058890	0.08558
Solyc03g058910	0.05702
Solyc03g058970	0.59188
Solyc03g059010	0.31879
Solyc03g059020	0.61393
Solyc03g059030	0.82539
Solyc03g059070	0.19386
Solyc03g059080	0.00010
Solyc03g059100	0.12424
Solyc03g059150	0.28534
Solyc03g059160	1.78608
Solyc03g059170	0.19642
Solyc03g059180	0.51807
Solyc03g059190	0.04364
Solyc03g059200	0.00010
Solyc03g059250	0.34326
Solyc03g059260	0.12449
Solyc03g059270	0.18530
Solyc03g059310	0.22940
Solyc03g059390	0.25097
Solyc03g059400	0.20508
Solyc03g059420	0.19431
Solyc03g059470	0.56561
Solyc03g059490	0.18817
Solyc03g060510	0.35304
Solyc03g061540	0.28608
Solyc03g061590	2.33858
Solyc03g061600	0.17388
Solyc03g062650	0.36321
Solyc03g062680	0.90793
Solyc03g062700	0.25463
Solyc03g062710	0.57162
Solyc03g062720	0.11829
Solyc03g062790	0.37590
Solyc03g062830	0.11489
Solyc03g062890	0.68562
Solyc03g062900	0.32021
Solyc03g062910	0.18444
Solyc03g062920	0.13432
Solyc03g062940	0.00010
Solyc03g062950	3.24237
Solyc03g063030	1.59034
Solyc03g063040	0.10597
Solyc03g063060	0.07451
Solyc03g063100	0.38302
Solyc03g063110	0.18706
Solyc03g063140	0.18131
Solyc03g063150	0.11923
Solyc03g063160	0.21048
Solyc03g063200	0.67305
Solyc03g063220	0.39464
Solyc03g063240	0.36213
Solyc03g063280	0.20264
Solyc03g063290	1.12289
Solyc03g063320	0.38775
Solyc03g063340	0.45562
Solyc03g063350	0.25961
Solyc03g063390	0.47729
Solyc03g063480	999.00000
Solyc03g063550	999.00000
Solyc03g063560	0.03143
Solyc03g063600	0.21943
Solyc03g063650	0.17689
Solyc03g063680	0.64278
Solyc03g063690	0.19995
Solyc03g063720	0.73692
Solyc03g063730	0.28306
Solyc03g063750	0.20401
Solyc03g063760	0.24981
Solyc03g063880	0.10080
Solyc03g063970	0.28018
Solyc03g064010	0.43225
Solyc03g064020	1.72935
Solyc03g064030	0.52864
Solyc03g064040	0.00010
Solyc03g065200	0.35035
Solyc03g065250	0.13540
Solyc03g065340	0.16719
Solyc03g070380	0.54490
Solyc03g070390	0.18940
Solyc03g070440	0.24885
Solyc03g071550	0.93599
Solyc03g071560	0.52674
Solyc03g071570	0.59192
Solyc03g071620	0.00010
Solyc03g071690	0.47557
Solyc03g071710	0.05692
Solyc03g071720	0.64356
Solyc03g071750	0.19417
Solyc03g071850	0.33113
Solyc03g077910	0.44255
Solyc03g077920	0.20819
Solyc03g077980	0.00010
Solyc03g078000	0.33604
Solyc03g078020	0.23759
Solyc03g078060	0.40599
Solyc03g078080	0.47865
Solyc03g078090	0.20058
Solyc03g078100	0.52101
Solyc03g078110	0.00010
Solyc03g078120	0.89974
Solyc03g078150	0.33468
Solyc03g078160	0.97512
Solyc03g078230	0.37471
Solyc03g078240	0.40683
Solyc03g078260	0.35820
Solyc03g078290	0.00010
Solyc03g078350	1.01926
Solyc03g078360	0.42031
Solyc03g078370	999.00000
Solyc03g078380	0.06409
Solyc03g078390	0.19092
Solyc03g078400	0.00010
Solyc03g078420	2.08270
Solyc03g078440	0.48175
Solyc03g078490	0.24248
Solyc03g078500	0.43315
Solyc03g078520	0.09075
Solyc03g078570	0.18473
Solyc03g078610	0.80365
Solyc03g078620	999.00000
Solyc03g078640	0.31884
Solyc03g078650	0.06706
Solyc03g078690	0.33966
Solyc03g078710	0.19823
Solyc03g078720	999.00000
Solyc03g078730	1.23252
Solyc03g078770	0.25146
Solyc03g078780	0.16091
Solyc03g078790	0.17667
Solyc03g078810	0.23008
Solyc03g078830	0.34882
Solyc03g079850	0.09593
Solyc03g079880	0.52414
Solyc03g079900	0.00010
Solyc03g079910	0.11025
Solyc03g079920	0.24615
Solyc03g079930	0.18793
Solyc03g079940	0.07783
Solyc03g079950	0.43552
Solyc03g079960	0.17908
Solyc03g079970	0.00010
Solyc03g079980	0.09143
Solyc03g080000	0.00010
Solyc03g080010	0.45643
Solyc03g080020	0.44199
Solyc03g080030	3.85206
Solyc03g080040	0.15376
Solyc03g080050	0.38687
Solyc03g080060	0.35867
Solyc03g080070	0.66981
Solyc03g080080	0.03119
Solyc03g080090	0.44875
Solyc03g080100	0.21251
Solyc03g080110	0.18092
Solyc03g080140	0.46938
Solyc03g080150	999.00000
Solyc03g080160	0.00010
Solyc03g080170	0.19989
Solyc03g080180	0.15636
Solyc03g080190	0.12015
Solyc03g081200	999.00000
Solyc03g081210	0.92770
Solyc03g081220	0.12766
Solyc03g081230	0.16079
Solyc03g081240	0.36535
Solyc03g081260	0.47573
Solyc03g081300	0.16499
Solyc03g081310	0.48545
Solyc03g081320	0.15549
Solyc03g081330	0.35302
Solyc03g082350	1.68867
Solyc03g082370	1.21414
Solyc03g082380	0.00010
Solyc03g082390	0.06717
Solyc03g082400	0.08209
Solyc03g082420	0.56919
Solyc03g082430	0.42970
Solyc03g082440	0.08455
Solyc03g082480	0.05997
Solyc03g082490	0.12648
Solyc03g082500	0.07243
Solyc03g082510	0.00010
Solyc03g082520	0.54435
Solyc03g082540	0.16397
Solyc03g082550	0.39740
Solyc03g082560	0.05664
Solyc03g082570	0.00010
Solyc03g082580	0.62774
Solyc03g082590	0.07971
Solyc03g082610	0.44179
Solyc03g082620	0.09879
Solyc03g082630	0.08244
Solyc03g082640	0.26996
Solyc03g082660	0.03989
Solyc03g082670	999.00000
Solyc03g082680	0.39727
Solyc03g082700	0.03535
Solyc03g082710	0.06523
Solyc03g082720	0.13434
Solyc03g082740	0.00010
Solyc03g082790	1.06533
Solyc03g082820	0.12896
Solyc03g082830	0.19999
Solyc03g082840	0.13515
Solyc03g082850	0.48493
Solyc03g082860	0.37019
Solyc03g082870	0.42131
Solyc03g082890	0.18750
Solyc03g082900	0.30147
Solyc03g082910	0.31892
Solyc03g082920	0.01874
Solyc03g082960	0.14027
Solyc03g082970	0.12977
Solyc03g082980	0.18026
Solyc03g082990	0.53023
Solyc03g083000	0.55795
Solyc03g083010	0.50216
Solyc03g083020	0.00010
Solyc03g083030	0.04517
Solyc03g083050	0.13697
Solyc03g083060	0.33598
Solyc03g083070	0.12226
Solyc03g083090	0.07310
Solyc03g083100	0.20756
Solyc03g083120	0.56081
Solyc03g083130	0.40374
Solyc03g083160	999.00000
Solyc03g083170	1.18049
Solyc03g083190	0.26337
Solyc03g083210	1.48760
Solyc03g083240	0.24576
Solyc03g083250	0.17587
Solyc03g083270	0.02438
Solyc03g083280	0.11209
Solyc03g083290	0.12291
Solyc03g083300	0.00010
Solyc03g083310	0.18469
Solyc03g083320	0.00010
Solyc03g083330	0.27018
Solyc03g083350	0.34700
Solyc03g083360	0.12553
Solyc03g083370	0.00010
Solyc03g083380	0.27389
Solyc03g083390	0.23788
Solyc03g083400	0.21341
Solyc03g083410	0.06857
Solyc03g083420	0.27264
Solyc03g083430	0.08509
Solyc03g083440	0.10146
Solyc03g083450	0.52589
Solyc03g083460	0.15083
Solyc03g083470	0.19827
Solyc03g083480	0.42435
Solyc03g083490	0.00010
Solyc03g083500	0.36654
Solyc03g083510	0.05966
Solyc03g083520	0.00010
Solyc03g083530	0.00010
Solyc03g083540	0.29887
Solyc03g083550	0.12665
Solyc03g083560	0.16175
Solyc03g083570	0.22276
Solyc03g083580	0.19327
Solyc03g083590	0.24568
Solyc03g083600	0.40844
Solyc03g083610	0.15869
Solyc03g083650	0.76435
Solyc03g083680	1.80208
Solyc03g083700	0.00010
Solyc03g083710	0.13799
Solyc03g083720	0.18624
Solyc03g083730	0.11079
Solyc03g083770	0.30534
Solyc03g083840	0.08473
Solyc03g083870	0.14598
Solyc03g083880	0.52896
Solyc03g083900	0.18851
Solyc03g083910	0.29609
Solyc03g083960	0.20738
Solyc03g083970	0.15209
Solyc03g083980	0.00010
Solyc03g091000	1.12012
Solyc03g093080	0.10775
Solyc03g093130	0.19363
Solyc03g093140	0.08358
Solyc03g093150	0.19755
Solyc03g093160	0.09334
Solyc03g093180	0.22253
Solyc03g093200	0.22573
Solyc03g093210	0.45332
Solyc03g093220	0.22860
Solyc03g093230	0.12218
Solyc03g093240	0.40407
Solyc03g093250	0.18343
Solyc03g093260	0.04419
Solyc03g093300	0.23667
Solyc03g093310	0.21812
Solyc03g093330	0.27605
Solyc03g093350	0.01474
Solyc03g093360	1.61922
Solyc03g093370	0.51429
Solyc03g093380	0.21425
Solyc03g093390	0.49801
Solyc03g093400	0.20502
Solyc03g093410	0.22449
Solyc03g093430	0.00010
Solyc03g093440	0.12707
Solyc03g093450	0.51576
Solyc03g093460	0.10883
Solyc03g093470	0.09079
Solyc03g093480	0.30506
Solyc03g093490	0.00010
Solyc03g093500	0.00010
Solyc03g093520	0.33210
Solyc03g093530	0.68284
Solyc03g093540	0.26585
Solyc03g093550	0.36516
Solyc03g093560	0.17035
Solyc03g093610	0.23212
